Page Order,Semantic Name,Element Type,Logical Name,Playwright Best,Relative XPath,Absolute XPath,CSS Selector,ID Attribute,Name Attribute,Class Name,Coordinates,Dimension,Confidence Score
189,discover_more_discover_more_a_order_188,Link,"Discover more
Discover more - Most-loved watches",await page.getByLabel('Most-loved watches - Discover more'),"//div[@id='CardInstance_ZEfsJyDaG0zkHRdVC4bMg']/div[contains(@class, 'a-cardui-footer')][3]/a[contains(@class, 'a-link-normal aok-block')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[15]/div[1]/div[3]/a[1],div#CardInstance_ZEfsJyDaG0zkHRdVC4bMg > div.a-cardui-footer:nth-of-type(3) > a.a-link-normal aok-block,,,a-link-normal aok-block,"(234.5, 4361.109375)",310 × 16.890625,95
190,finds_for_home_see_more_see_more_a,Link,"See more
See more - Finds for Home",await page.getByLabel('Finds for Home - See more'),"//div[@id='CardInstancePfCX5PWYk-K0j9NGD1PRFQ']/div[contains(@class, 'a-cardui-footer')][3]/a[contains(@class, 'a-link-normal aok-block')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[16]/div[1]/div[3]/a[1],div#CardInstancePfCX5PWYk-K0j9NGD1PRFQ > div.a-cardui-footer:nth-of-type(3) > a.a-link-normal aok-block,,,a-link-normal aok-block,"(604.5, 4361.109375)",310 × 16.890625,95
191,score_the_top_pcs_accessories_see_more_see_more,Link,"See more
See more - Score the top PCs & Accessories",await page.getByLabel('Score the top PCs & Accessories - See more'),"//div[@id='CardInstance4KaiRveGugXAExLaYqJsCA']/div[contains(@class, 'a-cardui-footer')][3]/a[contains(@class, 'a-link-normal aok-block')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[17]/div[1]/div[3]/a[1],div#CardInstance4KaiRveGugXAExLaYqJsCA > div.a-cardui-footer:nth-of-type(3) > a.a-link-normal aok-block,,,a-link-normal aok-block,"(974.5, 4361.109375)",310 × 16.890625,95
192,home_kitchen_essentials_shop_now_shop_now,Link,"Shop now
Shop now - Home & Kitchen essentials",await page.getByLabel('Home & Kitchen essentials - Shop now'),"//div[@id='CardInstancezDS2Kv1hwW4w30alhHO7_g']/div[contains(@class, 'a-cardui-footer')][3]/a[contains(@class, 'a-link-normal aok-block')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[18]/div[1]/div[3]/a[1],div#CardInstancezDS2Kv1hwW4w30alhHO7_g > div.a-cardui-footer:nth-of-type(3) > a.a-link-normal aok-block,,,a-link-normal aok-block,"(1344.5, 4361.109375)",310 × 16.890625,95
193,best_sellers_in_books_h2,Interactive Element,Best Sellers in Books,await page.getByText('Best Sellers in Books'),"//div[@id='CardInstancescT0sKh9i-DY7pXuk_NXgA']/div[contains(@class, 'a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler')]/div[contains(@class, 'a-section as-title-block')][1]/h2[contains(@class, 'as-title-block-left')][1]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[19]/div[1]/div[1]/div[1]/h2[1],div#CardInstancescT0sKh9i-DY7pXuk_NXgA > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section as-title-block > h2.as-title-block-left,,,as-title-block-left,"(234.5, 4438)",214.75 × 31.5,85
194,the_deal_now_an_original_series_on_amazo,Link,Unknown Context,await page.locator('div#CardInstancescT0sKh9i-DY7pXuk_NXgA > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card > span.a-list-item > a.a-link-normal'),"//div[@id='CardInstancescT0sKh9i-DY7pXuk_NXgA']/div[contains(@class, 'a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler')]/div[contains(@class, 'a-section a-spacing-none feed-carousel')][2]/div[contains(@class, 'a-section feed-carousel-viewport')][1]/ul[contains(@class, 'a-unordered-list a-nostyle a-horizontal feed-carousel-shelf')][1]/li[contains(@class, 'feed-carousel-card')][1]/span[contains(@class, 'a-list-item')]/a[contains(@class, 'a-link-normal')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[19]/div[1]/div[1]/div[2]/div[1]/ul[1]/li[1]/span[1]/a[1],div#CardInstancescT0sKh9i-DY7pXuk_NXgA > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card > span.a-list-item > a.a-link-normal,,,a-link-normal,"(245.5, 4565.875)",133 × 15,80
195,the_mistake_now_an_original_series_on_am,Link,Unknown Context,await page.locator('div#CardInstancescT0sKh9i-DY7pXuk_NXgA > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(2) > span.a-list-item > a.a-link-normal'),"//div[@id='CardInstancescT0sKh9i-DY7pXuk_NXgA']/div[contains(@class, 'a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler')]/div[contains(@class, 'a-section a-spacing-none feed-carousel')][2]/div[contains(@class, 'a-section feed-carousel-viewport')][1]/ul[contains(@class, 'a-unordered-list a-nostyle a-horizontal feed-carousel-shelf')][1]/li[contains(@class, 'feed-carousel-card')][2]/span[contains(@class, 'a-list-item')]/a[contains(@class, 'a-link-normal')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[19]/div[1]/div[1]/div[2]/div[1]/ul[1]/li[2]/span[1]/a[1],div#CardInstancescT0sKh9i-DY7pXuk_NXgA > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(2) > span.a-list-item > a.a-link-normal,,,a-link-normal,"(400.5, 4565.875)",133 × 15,80
196,theo_of_golden_a_novel,Link,Unknown Context,await page.locator('div#CardInstancescT0sKh9i-DY7pXuk_NXgA > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(3) > span.a-list-item > a.a-link-normal'),"//div[@id='CardInstancescT0sKh9i-DY7pXuk_NXgA']/div[contains(@class, 'a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler')]/div[contains(@class, 'a-section a-spacing-none feed-carousel')][2]/div[contains(@class, 'a-section feed-carousel-viewport')][1]/ul[contains(@class, 'a-unordered-list a-nostyle a-horizontal feed-carousel-shelf')][1]/li[contains(@class, 'feed-carousel-card')][3]/span[contains(@class, 'a-list-item')]/a[contains(@class, 'a-link-normal')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[19]/div[1]/div[1]/div[2]/div[1]/ul[1]/li[3]/span[1]/a[1],div#CardInstancescT0sKh9i-DY7pXuk_NXgA > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(3) > span.a-list-item > a.a-link-normal,,,a-link-normal,"(556, 4565.875)",132 × 15,80
197,the_score_now_an_original_series_on_amaz,Link,Unknown Context,await page.locator('div#CardInstancescT0sKh9i-DY7pXuk_NXgA > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(4) > span.a-list-item > a.a-link-normal'),"//div[@id='CardInstancescT0sKh9i-DY7pXuk_NXgA']/div[contains(@class, 'a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler')]/div[contains(@class, 'a-section a-spacing-none feed-carousel')][2]/div[contains(@class, 'a-section feed-carousel-viewport')][1]/ul[contains(@class, 'a-unordered-list a-nostyle a-horizontal feed-carousel-shelf')][1]/li[contains(@class, 'feed-carousel-card')][4]/span[contains(@class, 'a-list-item')]/a[contains(@class, 'a-link-normal')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[19]/div[1]/div[1]/div[2]/div[1]/ul[1]/li[4]/span[1]/a[1],div#CardInstancescT0sKh9i-DY7pXuk_NXgA > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(4) > span.a-list-item > a.a-link-normal,,,a-link-normal,"(710.5, 4565.875)",133 × 15,80
198,yesteryear_a_gma_book_club_pick_a_novel,Link,Unknown Context,await page.locator('div#CardInstancescT0sKh9i-DY7pXuk_NXgA > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(5) > span.a-list-item > a.a-link-normal'),"//div[@id='CardInstancescT0sKh9i-DY7pXuk_NXgA']/div[contains(@class, 'a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler')]/div[contains(@class, 'a-section a-spacing-none feed-carousel')][2]/div[contains(@class, 'a-section feed-carousel-viewport')][1]/ul[contains(@class, 'a-unordered-list a-nostyle a-horizontal feed-carousel-shelf')][1]/li[contains(@class, 'feed-carousel-card')][5]/span[contains(@class, 'a-list-item')]/a[contains(@class, 'a-link-normal')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[19]/div[1]/div[1]/div[2]/div[1]/ul[1]/li[5]/span[1]/a[1],div#CardInstancescT0sKh9i-DY7pXuk_NXgA > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(5) > span.a-list-item > a.a-link-normal,,,a-link-normal,"(864.5, 4565.875)",135 × 15,80
199,oh_the_places_you_ll_go,Link,Unknown Context,await page.locator('div#CardInstancescT0sKh9i-DY7pXuk_NXgA > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(6) > span.a-list-item > a.a-link-normal'),"//div[@id='CardInstancescT0sKh9i-DY7pXuk_NXgA']/div[contains(@class, 'a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler')]/div[contains(@class, 'a-section a-spacing-none feed-carousel')][2]/div[contains(@class, 'a-section feed-carousel-viewport')][1]/ul[contains(@class, 'a-unordered-list a-nostyle a-horizontal feed-carousel-shelf')][1]/li[contains(@class, 'feed-carousel-card')][6]/span[contains(@class, 'a-list-item')]/a[contains(@class, 'a-link-normal')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[19]/div[1]/div[1]/div[2]/div[1]/ul[1]/li[6]/span[1]/a[1],div#CardInstancescT0sKh9i-DY7pXuk_NXgA > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(6) > span.a-list-item > a.a-link-normal,,,a-link-normal,"(1014.5, 4565.875)",156 × 15,80
200,contend_standing_boldly_for_biblical_tru,Link,Unknown Context,await page.locator('div#CardInstancescT0sKh9i-DY7pXuk_NXgA > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(7) > span.a-list-item > a.a-link-normal'),"//div[@id='CardInstancescT0sKh9i-DY7pXuk_NXgA']/div[contains(@class, 'a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler')]/div[contains(@class, 'a-section a-spacing-none feed-carousel')][2]/div[contains(@class, 'a-section feed-carousel-viewport')][1]/ul[contains(@class, 'a-unordered-list a-nostyle a-horizontal feed-carousel-shelf')][1]/li[contains(@class, 'feed-carousel-card')][7]/span[contains(@class, 'a-list-item')]/a[contains(@class, 'a-link-normal')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[19]/div[1]/div[1]/div[2]/div[1]/ul[1]/li[7]/span[1]/a[1],div#CardInstancescT0sKh9i-DY7pXuk_NXgA > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(7) > span.a-list-item > a.a-link-normal,,,a-link-normal,"(1186.5, 4565.875)",133 × 15,80
201,the_goal_now_an_original_series_on_amazo,Link,Unknown Context,await page.locator('div#CardInstancescT0sKh9i-DY7pXuk_NXgA > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(8) > span.a-list-item > a.a-link-normal'),"//div[@id='CardInstancescT0sKh9i-DY7pXuk_NXgA']/div[contains(@class, 'a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler')]/div[contains(@class, 'a-section a-spacing-none feed-carousel')][2]/div[contains(@class, 'a-section feed-carousel-viewport')][1]/ul[contains(@class, 'a-unordered-list a-nostyle a-horizontal feed-carousel-shelf')][1]/li[contains(@class, 'feed-carousel-card')][8]/span[contains(@class, 'a-list-item')]/a[contains(@class, 'a-link-normal')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[19]/div[1]/div[1]/div[2]/div[1]/ul[1]/li[8]/span[1]/a[1],div#CardInstancescT0sKh9i-DY7pXuk_NXgA > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(8) > span.a-list-item > a.a-link-normal,,,a-link-normal,"(1341.5, 4565.875)",133 × 15,80
202,project_hail_mary_a_novel,Link,Unknown Context,await page.locator('div#CardInstancescT0sKh9i-DY7pXuk_NXgA > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(9) > span.a-list-item > a.a-link-normal'),"//div[@id='CardInstancescT0sKh9i-DY7pXuk_NXgA']/div[contains(@class, 'a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler')]/div[contains(@class, 'a-section a-spacing-none feed-carousel')][2]/div[contains(@class, 'a-section feed-carousel-viewport')][1]/ul[contains(@class, 'a-unordered-list a-nostyle a-horizontal feed-carousel-shelf')][1]/li[contains(@class, 'feed-carousel-card')][9]/span[contains(@class, 'a-list-item')]/a[contains(@class, 'a-link-normal')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[19]/div[1]/div[1]/div[2]/div[1]/ul[1]/li[9]/span[1]/a[1],div#CardInstancescT0sKh9i-DY7pXuk_NXgA > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(9) > span.a-list-item > a.a-link-normal,,,a-link-normal,"(1498, 4565.875)",130 × 15,80
203,the_killer_isn_t_alice_the_46_600_suspec,Link,Unknown Context,await page.locator('div#CardInstancescT0sKh9i-DY7pXuk_NXgA > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(10) > span.a-list-item > a.a-link-normal'),"//div[@id='CardInstancescT0sKh9i-DY7pXuk_NXgA']/div[contains(@class, 'a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler')]/div[contains(@class, 'a-section a-spacing-none feed-carousel')][2]/div[contains(@class, 'a-section feed-carousel-viewport')][1]/ul[contains(@class, 'a-unordered-list a-nostyle a-horizontal feed-carousel-shelf')][1]/li[contains(@class, 'feed-carousel-card')][10]/span[contains(@class, 'a-list-item')]/a[contains(@class, 'a-link-normal')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[3]/div[1]/div[19]/div[1]/div[1]/div[2]/div[1]/ul[1]/li[10]/span[1]/a[1],div#CardInstancescT0sKh9i-DY7pXuk_NXgA > div.a-section a-spacing-none shogun-widget card-lite product-shoveler aui-desktop fresh-shoveler > div.a-section a-spacing-none feed-carousel:nth-of-type(2) > div.a-section feed-carousel-viewport > ul.a-unordered-list a-nostyle a-horizontal feed-carousel-shelf > li.feed-carousel-card:nth-of-type(10) > span.a-list-item > a.a-link-normal,,,a-link-normal,"(1651.5, 4565.875)",133 × 15,80
204,see_personalized_recommendations_h2,Interactive Element,See personalized recommendations,await page.getByText('See personalized recommendations'),"//div[@id='CardInstanceZU9DyfXaRmGYbgeNWc11mg']/div[contains(@class, 'rhf-state-signin')]/div[contains(@class, 'rhf-sign-in-button')]/h2[contains(@class, 'rhf-sign-in-title')][1]",/html[1]/body[1]/div[1]/div[2]/div[1]/div[1]/div[1]/div[2]/div[1]/div[1]/div[1]/h2[1],div#CardInstanceZU9DyfXaRmGYbgeNWc11mg > div.rhf-state-signin > div.rhf-sign-in-button > h2.rhf-sign-in-title,,,rhf-sign-in-title,"(41, 4783.5)",1807 × 36,85
205,see_personalized_recommendations_sign_in,Link,Sign in - See personalized recommendations,"await page.getByRole('link', name='Sign in')","//div[@id='CardInstanceZU9DyfXaRmGYbgeNWc11mg']/div[contains(@class, 'rhf-state-signin')]/div[contains(@class, 'rhf-sign-in-button')]/span[contains(@class, 'a-button a-spacing-mini a-spacing-top-mini a-button-span2 a-button-primary')][1]/span[contains(@class, 'a-button-inner')]/a[contains(@class, 'a-button-text')]",/html[1]/body[1]/div[1]/div[2]/div[1]/div[1]/div[1]/div[2]/div[1]/div[1]/div[1]/span[1]/span[1]/a[1],div#CardInstanceZU9DyfXaRmGYbgeNWc11mg > div.rhf-state-signin > div.rhf-sign-in-button > span.a-button a-spacing-mini a-spacing-top-mini a-button-span2 a-button-primary > span.a-button-inner > a.a-button-text,,,a-button-text,"(791.90625, 4824.5)",305.1875 × 30,90
206,see_personalized_recommendations_start_here,Link,Start here. - See personalized recommendations,"await page.getByRole('link', name='Start here.')","//div[@id='CardInstanceZU9DyfXaRmGYbgeNWc11mg']/div[contains(@class, 'rhf-state-signin')]/div[contains(@class, 'rhf-sign-in-button')]/div[contains(@class, 'rhf-sign-in-tooltip-new-customer')]/a[contains(@class, 'a-link-normal _cDEzb_rhf-start-here-link_3WgUJ')]",/html[1]/body[1]/div[1]/div[2]/div[1]/div[1]/div[1]/div[2]/div[1]/div[1]/div[1]/div[1]/a[1],div#CardInstanceZU9DyfXaRmGYbgeNWc11mg > div.rhf-state-signin > div.rhf-sign-in-button > div.rhf-sign-in-tooltip-new-customer > a.a-link-normal _cDEzb_rhf-start-here-link_3WgUJ,,,a-link-normal _cDEzb_rhf-start-here-link_3WgUJ,"(958.5625, 4860.5)",51.359375 × 12,90
207,amazon_music_back_to_top_button,Button,Back to top - Amazon Music,await page.getByLabel('Back to top'),//button[@id='navBackToTop'],/html[1]/body[1]/div[1]/div[3]/button[1],button#navBackToTop,navBackToTop,,navFooterBackToTopText,"(0, 4912.5)",1889 × 89,95
208,careers,Link,Careers,"await page.getByRole('link', name='Careers')","//div[@id='navFooter']/div[contains(@class, 'navFooterVerticalColumn navAccessibility')][1]/div[contains(@class, 'navFooterVerticalRow navAccessibility')]/div[contains(@class, 'navFooterLinkCol navAccessibility')][1]/ul/li[contains(@class, 'nav_first')][1]/a[contains(@class, 'nav_a')]",/html[1]/body[1]/div[1]/div[3]/div[1]/div[1]/div[1]/ul[1]/li[1]/a[1],div#navFooter > div.navFooterVerticalColumn navAccessibility > div.navFooterVerticalRow navAccessibility > div.navFooterLinkCol navAccessibility > ul > li.nav_first > a.nav_a,,,nav_a,"(454.5, 5038.296875)",49.796875 × 16,90
209,sell_products_on_amazon,Link,Sell products on Amazon,"await page.getByRole('link', name='Sell products on Amazon')","//div[@id='navFooter']/div[contains(@class, 'navFooterVerticalColumn navAccessibility')][1]/div[contains(@class, 'navFooterVerticalRow navAccessibility')]/div[contains(@class, 'navFooterLinkCol navAccessibility')][3]/ul/li[contains(@class, 'nav_first')][1]/a[contains(@class, 'nav_a')]",/html[1]/body[1]/div[1]/div[3]/div[1]/div[1]/div[3]/ul[1]/li[1]/a[1],div#navFooter > div.navFooterVerticalColumn navAccessibility > div.navFooterVerticalRow navAccessibility > div.navFooterLinkCol navAccessibility:nth-of-type(3) > ul > li.nav_first > a.nav_a,,,nav_a,"(693.609375, 5038.296875)",154.875 × 16,90
210,amazon_business_card,Link,Amazon Business Card,"await page.getByRole('link', name='Amazon Business Card')","//div[@id='navFooter']/div[contains(@class, 'navFooterVerticalColumn navAccessibility')][1]/div[contains(@class, 'navFooterVerticalRow navAccessibility')]/div[contains(@class, 'navFooterLinkCol navAccessibility')][5]/ul/li[contains(@class, 'nav_first')][1]/a[contains(@class, 'nav_a')]",/html[1]/body[1]/div[1]/div[3]/div[1]/div[1]/div[5]/ul[1]/li[1]/a[1],div#navFooter > div.navFooterVerticalColumn navAccessibility > div.navFooterVerticalRow navAccessibility > div.navFooterLinkCol navAccessibility:nth-of-type(5) > ul > li.nav_first > a.nav_a,,,nav_a,"(975.390625, 5038.296875)",146.296875 × 16,90
211,amazon_and_covid_19,Link,Amazon and COVID-19,"await page.getByRole('link', name='Amazon and COVID-19')","//div[@id='navFooter']/div[contains(@class, 'navFooterVerticalColumn navAccessibility')][1]/div[contains(@class, 'navFooterVerticalRow navAccessibility')]/div[contains(@class, 'navFooterLinkCol navAccessibility')][7]/ul/li[contains(@class, 'nav_first')][1]/a[contains(@class, 'nav_a')]",/html[1]/body[1]/div[1]/div[3]/div[1]/div[1]/div[7]/ul[1]/li[1]/a[1],div#navFooter > div.navFooterVerticalColumn navAccessibility > div.navFooterVerticalRow navAccessibility > div.navFooterLinkCol navAccessibility:nth-of-type(7) > ul > li.nav_first > a.nav_a,,,nav_a,"(1302.546875, 5038.296875)",131.5 × 32.796875,90
212,blog_a,Link,Blog,"await page.getByRole('link', name='Blog')","//div[@id='navFooter']/div[contains(@class, 'navFooterVerticalColumn navAccessibility')][1]/div[contains(@class, 'navFooterVerticalRow navAccessibility')]/div[contains(@class, 'navFooterLinkCol navAccessibility')][1]/ul/li[2]/a[contains(@class, 'nav_a')]",/html[1]/body[1]/div[1]/div[3]/div[1]/div[1]/div[1]/ul[1]/li[2]/a[1],div#navFooter > div.navFooterVerticalColumn navAccessibility > div.navFooterVerticalRow navAccessibility > div.navFooterLinkCol navAccessibility > ul > li:nth-of-type(2) > a.nav_a,,,nav_a,"(454.5, 5065.09375)",28.03125 × 16,90
213,sell_on_amazon_business,Link,Sell on Amazon Business,"await page.getByRole('link', name='Sell on Amazon Business')","//div[@id='navFooter']/div[contains(@class, 'navFooterVerticalColumn navAccessibility')][1]/div[contains(@class, 'navFooterVerticalRow navAccessibility')]/div[contains(@class, 'navFooterLinkCol navAccessibility')][3]/ul/li[2]/a[contains(@class, 'nav_a')]",/html[1]/body[1]/div[1]/div[3]/div[1]/div[1]/div[3]/ul[1]/li[2]/a[1],div#navFooter > div.navFooterVerticalColumn navAccessibility > div.navFooterVerticalRow navAccessibility > div.navFooterLinkCol navAccessibility:nth-of-type(3) > ul > li:nth-of-type(2) > a.nav_a,,,nav_a,"(693.609375, 5065.09375)",157.984375 × 16,90
214,shop_with_points_a,Link,Shop with Points,"await page.getByRole('link', name='Shop with Points')","//div[@id='navFooter']/div[contains(@class, 'navFooterVerticalColumn navAccessibility')][1]/div[contains(@class, 'navFooterVerticalRow navAccessibility')]/div[contains(@class, 'navFooterLinkCol navAccessibility')][5]/ul/li[2]/a[contains(@class, 'nav_a')]",/html[1]/body[1]/div[1]/div[3]/div[1]/div[1]/div[5]/ul[1]/li[2]/a[1],div#navFooter > div.navFooterVerticalColumn navAccessibility > div.navFooterVerticalRow navAccessibility > div.navFooterLinkCol navAccessibility:nth-of-type(5) > ul > li:nth-of-type(2) > a.nav_a,,,nav_a,"(975.390625, 5065.09375)",104.296875 × 16,90
215,your_account,Link,Your Account,"await page.getByRole('link', name='Your Account')","//div[@id='navFooter']/div[contains(@class, 'navFooterVerticalColumn navAccessibility')][1]/div[contains(@class, 'navFooterVerticalRow navAccessibility')]/div[contains(@class, 'navFooterLinkCol navAccessibility')][7]/ul/li[2]/a[contains(@class, 'nav_a')]",/html[1]/body[1]/div[1]/div[3]/div[1]/div[1]/div[7]/ul[1]/li[2]/a[1],div#navFooter > div.navFooterVerticalColumn navAccessibility > div.navFooterVerticalRow navAccessibility > div.navFooterLinkCol navAccessibility:nth-of-type(7) > ul > li:nth-of-type(2) > a.nav_a,,,nav_a,"(1302.546875, 5081.890625)",82 × 16,90
216,about_amazon,Link,About Amazon,"await page.getByRole('link', name='About Amazon')","//div[@id='navFooter']/div[contains(@class, 'navFooterVerticalColumn navAccessibility')][1]/div[contains(@class, 'navFooterVerticalRow navAccessibility')]/div[contains(@class, 'navFooterLinkCol navAccessibility')][1]/ul/li[3]/a[contains(@class, 'nav_a')]",/html[1]/body[1]/div[1]/div[3]/div[1]/div[1]/div[1]/ul[1]/li[3]/a[1],div#navFooter > div.navFooterVerticalColumn navAccessibility > div.navFooterVerticalRow navAccessibility > div.navFooterLinkCol navAccessibility > ul > li:nth-of-type(3) > a.nav_a,,,nav_a,"(454.5, 5091.890625)",91.0625 × 16,90
